Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
"Barracuda, California...................",0,0,0,0,0,0,0,0,7,0,0,0,7
Cabezon..........................................,19,106,0,0,0,20,50,61,3,139,0,0,398
"Fish, unspecified..........................",2,0,0,0,0,0,0,11,7,15,0,0,34
"Greenling, kelp..............................",21,22,0,0,0,10,11,8,2,16,0,0,91
"Halibut, California.........................",0,0,0,0,821,874,3723,4570,1443,417,21,0,11868
Lingcod............................................,0,0,15,0,0,24,168,305,50,191,0,0,753
"Rockfish, China.............................",6,10,0,0,0,5,0,7,10,22,0,0,60
"Rockfish, bank...............................",0,159,0,30,0,0,0,0,0,0,0,0,189
"Rockfish, black-and-yellow.......",59,3,0,0,0,69,245,117,0,26,0,0,519
"Rockfish, black..............................",4,7,0,0,0,61,247,0,0,268,4,0,590
"Rockfish, blackgill........................",4,34,0,396,27,208,34,105,43,74,69,57,1051
"Rockfish, blue................................",11,0,0,0,0,0,13,0,0,100,3,0,127
"Rockfish, bocaccio......................",0,7,0,0,0,0,0,0,0,0,0,0,7
"Rockfish, brown............................",0,0,0,0,0,4,22,0,0,40,0,0,66
"Rockfish, chilipepper...................",0,0,0,0,17,0,3586,0,0,0,0,0,3603
"Rockfish, copper...........................",0,0,0,0,0,0,5,0,0,3,0,0,8
"Rockfish, gopher...........................",113,193,0,0,6,74,22,50,90,134,0,0,681
"Rockfish, grass.............................",7,6,0,0,0,53,28,10,0,35,0,0,139
"Rockfish, group bolina................",0,0,0,0,0,0,11,8,0,35,0,0,54
"Rockfish, group slope.................",0,0,10,0,0,0,0,0,0,25,0,0,35
"Rockfish, olive...............................",0,0,0,0,0,0,2,0,0,0,0,0,2
"Rockfish, quillback.......................",0,0,0,0,0,0,0,0,0,4,0,0,4
"Rockfish, unspecified..................",0,0,0,0,0,0,0,0,0,0,0,111,111
"Rockfish, vermilion.......................",23,6,0,0,0,0,19,10,0,9,0,0,68
"Rockfish, yellowtail......................",0,0,0,0,0,0,0,0,0,4,0,0,4
Sablefish.........................................,5264,4464,7256,50238,3644,16551,5384,3980,18973,13153,11020,3056,142983
"Salmon, Chinook...........................",0,0,0,0,23885,18188,49358,10465,2289,493,0,0,104678
Sanddab..........................................,0,0,0,0,0,0,187,0,0,0,0,0,187
"Seabass, white.............................",0,0,0,0,0,0,22,0,0,0,0,554,576
"Shad, threadfin..............................",0,0,0,0,0,0,3,0,0,0,0,0,3
"Skate, longnose............................",0,0,0,0,0,0,538,0,0,0,0,0,538
"Sole, Dover.....................................",0,0,0,0,0,0,28,0,0,0,0,0,28
"Sole, English..................................",0,0,0,0,0,0,476,0,0,0,0,0,476
"Sole, petrale...................................",0,0,0,0,0,0,882,0,0,0,0,0,882
"Sole, rex..........................................",0,0,0,0,0,0,9,0,0,0,0,0,9
"Sole, sand......................................",0,0,0,0,0,0,0,19,0,0,0,0,19
"Thornyhead, shortspine..............",0,0,0,407,69,532,0,14,213,602,444,0,2281
"Tuna, albacore..............................",0,0,0,0,0,0,0,0,13030,29700,0,0,42730
"Crab, Dungeness..........................",1119802,394187,263922,112870,65511,54961,0,0,0,0,150785,3306968,5469007
"Crab, rock unspecified................",0,0,195,146,32,39,83,0,0,0,0,0,494
"Sea urchin, red..............................",2011,7940,7849,5090,4934,1894,0,0,5981,3809,7182,10358,57048
"Octopus, unspecified..................",0,0,0,0,0,0,44,0,0,0,0,0,44
Waters Area Total:,1127346,407144,279247,169177,98946,93567,65200,19739,42140,49313,169528,3321104,5842450
Grand Total:,1127346,407144,279247,169177,98946,93567,65200,19739,42140,49313,169528,3321104,5842450
