Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
"Barracuda, California...................",0,0,0,0,0,0,0,0,13,16,0,0,29
"Bullhead, brown.............................",0,0,0,0,0,0,0,0,200,0,0,0,200
Cabezon..........................................,31,0,0,0,10,5,4,11,10,32,13,16,132
"Croaker, white................................",0,93,36,0,0,55,0,0,75,102,10,0,371
Dolphin (fish).................................,0,0,0,0,0,0,480,0,0,8978,289,0,9747
"Eel, monkeyface (prickleback)..",12,118,34,37,42,25,11,7,11,60,30,0,386
"Flounder, arrowtooth....................",0,0,0,0,8,83,30,0,64,0,0,0,185
"Flounder, starry.............................",868,2477,1267,731,599,425,506,1027,951,480,151,0,9481
"Flounder, unspecified..................",0,0,0,0,0,0,0,18,0,0,0,0,18
"Greenling, kelp..............................",50,3,0,0,52,39,30,85,269,68,64,17,677
"Greenling, rock..............................",0,0,0,0,0,0,0,4,0,0,0,0,4
Grenadier........................................,35,0,0,0,0,116,0,0,0,0,0,0,151
Hagfishes.......................................,0,0,0,0,0,0,0,77,86,0,0,0,163
"Halibut, California.........................",6395,23534,9838,6414,5714,14352,41246,40147,16237,5308,175,0,169360
"Herring, Pacific - roe on kelp....",1071,0,0,0,0,0,0,0,0,0,1237,2149,4457
"Herring, Pacific - roe...................",3246794,21812,0,0,0,0,0,0,0,0,0,0,3268606
"Jacks, unspecified.......................",0,0,0,0,2,0,0,0,0,0,0,0,2
Jacksmelt........................................,0,0,0,0,4,0,0,0,16,448,322,0,790
Lingcod............................................,209,8,158,391,1811,1357,1699,1798,2342,1511,579,0,11863
Louvar..............................................,0,0,0,0,0,0,0,0,0,0,82,0,82
"Midshipman, plainfin....................",8,0,0,0,88,150,0,0,0,0,0,0,246
Oilfish..............................................,0,0,0,0,0,0,1047,0,0,0,221,0,1268
Opah................................................,0,0,0,0,0,0,7007,0,0,938,874,0,8819
"Pomfret, Pacific.............................",0,0,0,0,0,0,274,0,0,0,11,0,285
"Rockfish, China.............................",68,5,0,0,76,223,209,216,164,77,55,38,1130
"Rockfish, aurora............................",0,0,0,0,13,11,12,1,28,28,0,0,93
"Rockfish, bank...............................",61,0,0,0,0,15,0,0,0,0,0,0,76
"Rockfish, black-and-yellow.......",90,1,0,0,35,43,4,26,0,41,20,0,260
"Rockfish, black..............................",203,62,0,0,208,286,322,484,791,769,458,327,3910
"Rockfish, blackgill........................",0,95,124,15,0,2,223,10,1,417,0,0,887
"Rockfish, blue................................",98,41,0,0,13,11,67,103,158,204,206,88,988
"Rockfish, bocaccio......................",1460,0,866,749,1069,4088,385,268,459,230,0,0,9574
"Rockfish, brown............................",552,60,0,4,544,485,916,1207,968,841,406,408,6391
"Rockfish, canary...........................",0,0,3,7,33,174,107,14,24,0,0,0,362
"Rockfish, chilipepper...................",2438,0,23085,25043,26263,32324,11448,12013,9743,1067,0,0,143424
"Rockfish, copper...........................",40,3,0,0,85,181,295,200,158,78,69,18,1125
"Rockfish, cowcod.........................",0,0,8,0,0,1,0,1,21,0,0,0,31
"Rockfish, darkblotched...............",0,0,0,3,2,0,0,0,0,0,0,0,5
"Rockfish, gopher...........................",313,36,0,0,268,539,493,569,420,343,235,5,3221
"Rockfish, grass.............................",98,0,0,0,6,49,7,24,0,2,0,0,186
"Rockfish, greenspotted...............",0,0,16,2,0,0,0,7,0,0,0,0,25
"Rockfish, greenstriped................",0,0,22,25,16,9,0,2,0,0,0,0,74
"Rockfish, group bolina................",0,0,0,0,0,0,135,68,0,0,0,0,203
"Rockfish, group nearshore.........",2,0,0,0,0,0,0,0,0,0,0,0,2
"Rockfish, group red......................",0,0,0,0,0,0,0,340,0,188,0,0,528
"Rockfish, group shelf..................",0,0,0,5,0,0,0,0,4,0,0,0,9
"Rockfish, group slope.................",0,0,1338,687,0,0,0,0,39,1417,0,0,3481
"Rockfish, group small..................",0,0,0,0,0,0,0,0,2,0,0,0,2
"Rockfish, kelp................................",0,0,0,0,0,0,0,0,0,2,0,0,2
"Rockfish, olive...............................",20,19,0,0,3,0,10,31,50,106,76,69,383
"Rockfish, quillback.......................",2,1,0,0,10,4,91,42,8,4,0,0,162
"Rockfish, redbanded....................",1,0,2,0,0,0,1,0,0,0,0,0,4
"Rockfish, rosy...............................",0,0,0,0,16,32,93,58,49,17,7,0,273
"Rockfish, splitnose......................",166,0,124,894,0,0,0,0,17,0,0,0,1201
"Rockfish, starry.............................",0,0,0,0,7,35,102,6,35,17,5,0,207
"Rockfish, treefish.........................",1,0,0,0,4,9,9,17,4,0,0,0,44
"Rockfish, unspecified..................",0,0,0,0,0,0,0,0,75,0,0,0,75
"Rockfish, vermilion.......................",81,8,0,0,77,79,182,1161,261,173,116,42,2181
"Rockfish, widow............................",0,0,208,45,28,0,0,3,2,0,0,0,286
"Rockfish, yellowtail......................",156,0,0,3,9,41,73,99,147,54,47,3,632
Sablefish.........................................,4958,4869,12015,6827,2920,21996,22467,36010,28169,47755,3740,0,191726
Sailfish............................................,0,0,0,0,0,0,126,0,0,0,0,0,126
"Salmon, Chinook...........................",0,0,0,0,213072,53450,155852,64348,46321,43802,0,571,577417
"Salmon, Roe (Chinook, Coho)....",0,0,0,0,0,0,0,48,20,51,0,0,120
Sanddab..........................................,1360,9,6010,4686,5564,8890,10122,20648,14835,2506,21,0,74651
"Sardine, Pacific.............................",0,0,0,0,0,0,0,1000,634,0,0,0,1634
"Sculpin, staghorn.........................",146,122,179,378,146,101,87,343,566,854,449,567,3937
"Seabass, white.............................",0,0,0,0,16,55,379,1063,1499,1178,0,0,4190
"Seaperch, striped.........................",192,271,0,0,0,0,0,0,0,0,0,0,463
"Shad, threadfin..............................",0,0,2,0,4,0,9,1,25,0,0,0,41
"Shark, brown smoothhound.......",0,0,0,0,0,0,0,10,0,0,0,0,10
"Shark, leopard...............................",100,37,39,0,0,0,0,31,0,33,122,47,409
"Shark, shortfin mako....................",0,0,0,0,0,0,1209,0,0,1137,0,0,2346
"Shark, soupfin...............................",62,28,0,0,0,0,0,0,26,82,112,0,310
"Shark, spiny dogfish....................",0,0,0,0,0,0,222,0,0,0,0,0,222
"Shark, thresher..............................",0,0,0,0,0,0,0,75,41,0,201,0,317
"Shark, unspecified.......................",309,25,0,0,0,40,183,211,0,1349,0,50,2167
"Skate, California............................",0,0,180,121,93,0,0,0,2184,0,0,0,2578
"Skate, big........................................",0,0,0,0,52,364,338,123,175,0,0,0,1052
"Skate, longnose............................",0,0,1327,3233,838,958,1638,2256,1420,480,0,0,12150
"Skate, unspecified.......................",140,683,3585,174,768,436,51,789,497,0,0,0,7123
"Smelt, night....................................",0,0,0,0,0,0,0,44,0,0,0,0,44
"Smelt, surf......................................",0,0,0,0,120,0,182,109,0,0,770,0,1181
"Sole, Dover.....................................",1214,0,0,282,24300,35323,23671,21686,25391,21923,0,0,153790
"Sole, English..................................",833,94,2646,1825,2160,1999,1810,2632,2985,594,326,0,17904
"Sole, butter.....................................",0,0,0,0,411,0,0,0,0,0,0,0,411
"Sole, petrale...................................",3207,24,19343,14068,8697,5903,15596,7892,10217,3067,45,0,88059
"Sole, rex..........................................",338,0,368,323,132,10,0,0,22,0,0,0,1193
"Sole, rock........................................",496,1150,528,98,224,326,1804,1243,726,1668,4,0,8268
"Sole, sand......................................",1148,3831,978,177,2161,2706,4445,1887,1277,1053,17,0,19679
"Surfperch, barred..........................",0,0,0,0,0,0,65,0,0,0,0,0,65
"Surfperch, black............................",219,93,36,46,0,0,0,0,0,0,0,0,395
"Surfperch, calico..........................",0,0,0,0,0,0,0,2,0,0,0,0,2
"Surfperch, pile...............................",106,5,0,6,0,0,0,0,0,0,0,0,117
"Surfperch, rainbow.......................",22,0,0,50,0,0,0,0,0,0,0,0,72
"Surfperch, redtail..........................",0,0,0,0,0,0,0,42,0,0,0,0,42
"Surfperch, rubberlip.....................",66,16,0,0,0,0,0,0,0,0,0,0,82
"Surfperch, shiner..........................",6,0,0,4,36,45,0,16,11,5,0,0,122
"Surfperch, unspecified................",36,12,0,5,0,0,0,0,75,81,0,206,415
"Surfperch, walleye.......................",31,0,0,29,0,0,0,0,0,14,0,0,74
Swordfish........................................,0,0,0,0,0,0,2012,0,0,37839,17796,0,57647
"Thornyhead, longspine...............",64,0,56,53,611,1120,999,240,487,133,0,0,3763
"Thornyhead, shortspine..............",293,0,220,352,760,1273,1408,665,2772,3263,739,0,11746
Thornyheads..................................,0,0,0,0,0,338,0,0,0,0,0,0,338
"Tuna, albacore..............................",0,0,0,0,0,0,45533,25532,22770,17070,2536,0,113441
"Tuna, bigeye..................................",0,0,0,0,0,0,6981,0,0,0,0,0,6981
"Tuna, bluefin..................................",0,0,0,0,0,0,0,16,0,0,579,0,595
"Tuna, skipjack...............................",0,0,0,0,0,0,462,29,0,0,0,0,491
"Tuna, yellowfin..............................",0,0,0,0,0,0,94,0,0,0,0,0,94
"Turbot, curlfin................................",0,4,0,0,0,0,0,0,18,0,0,0,22
Turbot..............................................,2,63,98,36,121,18,0,0,71,105,27,0,541
Wahoo.............................................,0,0,0,0,0,0,111,0,0,48,0,0,159
"Whiting, Pacific.............................",0,0,0,0,0,227,0,0,0,0,0,0,227
"Crab, Dungeness..........................",1365098,378514,240359,94899,72204,33540,0,0,928,357,2768254,1017227,5971381
"Crab, rock unspecified................",235,413,845,253,271,123,1158,1480,1859,971,5601,272,13481
"Prawn, spot....................................",825,805,3412,3035,0,0,0,8107,11143,8354,1173,310,37164
"Shrimp, bay....................................",4734,3535,3550,3711,2741,1590,2551,2432,2358,2281,3184,5211,37878
"Shrimp, coonstriped.....................",0,0,0,0,788,1146,1211,10951,8618,9151,0,0,31865
"Octopus, unspecified..................",0,161,0,0,0,0,70,42,0,0,0,0,273
"Squid, market.................................",0,0,0,0,0,0,1266776,3952432,3183060,3924527,5422550,0,17749345
Waters Area Total:,4647562,443140,332905,169726,376324,227224,1637139,4224579,3405100,4155747,8234004,1027642,28881091
Dolphin (fish).................................,157,1841,277,550,0,0,0,0,0,0,0,982,3807
Escolar............................................,0,0,0,0,0,0,0,0,0,0,0,733,733
"Fish, unspecified..........................",0,26,0,0,0,0,0,0,0,0,0,0,26
Oilfish..............................................,32,855,296,145,0,0,0,0,0,0,0,1100,2428
Opah................................................,0,348,0,27804,0,0,0,0,0,0,0,4412,32564
"Pomfret, Pacific.............................",0,0,0,139,0,0,0,0,0,0,0,149,288
"Shark, shortfin mako....................",0,697,0,897,0,0,0,0,0,0,0,2284,3878
"Shark, thresher..............................",0,0,0,1753,0,0,0,0,0,0,0,0,1753
